state,transaction_year,quater,transaction_places,transaction_count,transaction_amount
bihar,2019,1,nalanda district,946010,1077003028
bihar,2019,1,buxar district,269395,400579206
bihar,2019,1,darbhanga district,763583,1448771357
bihar,2019,1,nawada district,358636,558537691
bihar,2019,1,jamui district,254802,390616872
bihar,2019,1,sheikhpura district,84957,128265941
bihar,2019,1,siwan district,551354,1022001680
bihar,2019,1,muzaffarpur district,1262299,2061506662
bihar,2019,1,patna district,7894598,11217940482
bihar,2019,1,jehanabad district,281786,306816678
bihar,2019,1,rohtas district,879724,1104230103
bihar,2019,1,begusarai district,456148,695166454
bihar,2019,1,supaul district,291495,551617489
bihar,2019,1,sitamarhi district,511026,830161563
bihar,2019,1,saran district,688941,1194323043
bihar,2019,1,arwal district,166197,181951883
bihar,2019,1,vaishali district,749004,1174950625
bihar,2019,1,pashchim champaran district,938338,1627339576
bihar,2019,1,gopalganj district,436537,840103896
bihar,2019,1,lakhisarai district,172050,249104102
bihar,2019,1,aurangabad district,568106,821609333
bihar,2019,1,kaimur bhabua district,286810,419488028
bihar,2019,1,araria district,303436,771182123
bihar,2019,1,munger district,244480,359390718
bihar,2019,1,katihar district,545240,978868951
bihar,2019,1,khagaria district,227052,388654881
bihar,2019,1,saharsa district,325350,701328047
bihar,2019,1,bhagalpur district,669334,944495875
bihar,2019,1,madhubani district,725008,1443743324
bihar,2019,1,kishanganj district,172840,475097517
bihar,2019,1,gaya district,1025084,1460009336
bihar,2019,1,samastipur district,792952,1239854737
bihar,2019,1,banka district,183133,217589903
bihar,2019,1,purbi champaran district,1069790,1856147556
bihar,2019,1,sheohar district,93729,142778197
bihar,2019,1,bhojpur district,469391,765057325
bihar,2019,2,madhepura district,249723,707798711
bihar,2019,2,purnia district,430976,1078967975
bihar,2019,2,nalanda district,710450,1254625995
bihar,2019,2,buxar district,231824,475000124
bihar,2019,2,darbhanga district,727675,1822608072
bihar,2019,2,nawada district,348121,761867645
bihar,2019,2,jamui district,273377,595497429
bihar,2019,2,sheikhpura district,75522,150977914
bihar,2019,2,siwan district,533899,1255140385
bihar,2019,2,muzaffarpur district,1260648,2730311714
bihar,2019,2,patna district,13421445,26125484618
bihar,2019,2,jehanabad district,209202,370093501
bihar,2019,2,rohtas district,659316,1290203427
bihar,2019,2,begusarai district,420369,861135419
bihar,2019,2,supaul district,261835,621350641
bihar,2019,2,sitamarhi district,464001,1054440854
bihar,2019,2,saran district,660816,1511533675
bihar,2019,2,arwal district,127961,228089174
bihar,2019,2,vaishali district,706255,1503710719
bihar,2019,2,pashchim champaran district,754956,1807646307
bihar,2019,2,gopalganj district,419736,1042999794
bihar,2019,2,lakhisarai district,140776,288144511
bihar,2019,2,aurangabad district,466316,1028918812
bihar,2019,2,kaimur bhabua district,233890,502827065
bihar,2019,2,araria district,275976,848688675
bihar,2019,2,munger district,225552,434455542
bihar,2019,2,katihar district,500894,1262216431
bihar,2019,2,khagaria district,211775,474324786
bihar,2019,2,saharsa district,309217,777991635
bihar,2019,2,bhagalpur district,615040,1150904188
bihar,2019,2,madhubani district,689839,1830248520
bihar,2019,2,kishanganj district,172899,551086091
bihar,2019,2,gaya district,919937,1718017778
bihar,2019,2,samastipur district,659872,1446039768
bihar,2019,2,banka district,149782,265207653
bihar,2019,2,purbi champaran district,937122,2207821269
bihar,2019,2,sheohar district,77989,173885487
bihar,2019,2,bhojpur district,425496,922175961
bihar,2018,3,madhepura district,149943,336637863
bihar,2018,3,purnia district,254555,489478561
bihar,2018,3,nalanda district,896006,768203889
bihar,2018,3,buxar district,141186,188136993
bihar,2018,3,darbhanga district,413648,764466707
bihar,2018,3,nawada district,209878,289802022
bihar,2018,3,jamui district,104140,152652365
bihar,2018,3,sheikhpura district,37393,56373786
bihar,2018,3,siwan district,272311,538177446
bihar,2018,3,muzaffarpur district,959708,1265457842
bihar,2018,3,patna district,3360157,3873142430
bihar,2018,3,jehanabad district,158009,154263782
bihar,2018,3,rohtas district,701262,668806719
bihar,2018,3,begusarai district,226986,368522165
bihar,2018,3,supaul district,165526,272659476
bihar,2018,3,sitamarhi district,266426,479856960
bihar,2018,3,saran district,366520,636933865
bihar,2018,3,arwal district,78393,92938267
bihar,2018,3,vaishali district,427385,660314110
bihar,2018,3,pashchim champaran district,427544,778844052
bihar,2018,3,gopalganj district,218210,422499144
bihar,2018,3,lakhisarai district,129690,136115937
bihar,2018,3,aurangabad district,269704,354055669
bihar,2018,3,kaimur bhabua district,128090,180251318
bihar,2018,3,araria district,167608,428450949
bihar,2018,3,munger district,136515,186691409
bihar,2018,3,katihar district,252857,513132287
bihar,2018,3,khagaria district,145602,245267621
bihar,2018,3,saharsa district,185665,334445151
bihar,2018,3,bhagalpur district,422204,579615297
bihar,2018,3,madhubani district,353968,681883536
bihar,2018,3,kishanganj district,94729,232008456
bihar,2018,3,gaya district,919453,893929004
bihar,2018,3,samastipur district,400049,660092785
bihar,2018,3,banka district,86362,101993248
bihar,2018,3,purbi champaran district,544285,921447417
bihar,2018,3,sheohar district,43723,79579549
bihar,2018,3,bhojpur district,252114,348676280
bihar,2018,4,madhepura district,206209,482649436
bihar,2018,4,purnia district,323276,731281592
bihar,2018,4,nalanda district,666931,846144772
bihar,2018,4,buxar district,166308,281722827
bihar,2018,4,darbhanga district,515957,1142706537
bihar,2018,4,nawada district,225093,417621899
bihar,2018,4,jamui district,156998,267317791
bihar,2018,4,sheikhpura district,52160,94354176
bihar,2018,4,siwan district,366863,813062416
bihar,2018,4,muzaffarpur district,886640,1682571935
bihar,2018,4,patna district,3256138,4907266831
bihar,2018,4,jehanabad district,176508,216771088
bihar,2018,4,rohtas district,534230,818426211
bihar,2018,4,begusarai district,326254,570039331
bihar,2018,4,supaul district,207479,393510177
bihar,2018,4,sitamarhi district,338316,664456738
bihar,2018,4,saran district,495166,976827835
bihar,2018,4,arwal district,94144,128451766
bihar,2018,4,vaishali district,522642,964760831
bihar,2018,4,pashchim champaran district,582470,1215256332
bihar,2018,4,gopalganj district,288486,665355068
bihar,2018,4,lakhisarai district,115486,181734953
bihar,2018,4,aurangabad district,345707,535217438
bihar,2018,4,kaimur bhabua district,175587,291814682
bihar,2018,4,araria district,224141,643458080
bihar,2018,4,munger district,173044,283385408
bihar,2018,4,katihar district,364308,755567034
bihar,2018,4,khagaria district,175089,336919554
bihar,2018,4,saharsa district,226972,503942086
bihar,2018,4,bhagalpur district,460720,770462001
bihar,2018,4,madhubani district,480479,1055071917
bihar,2018,4,kishanganj district,130169,375883248
bihar,2018,4,gaya district,724866,1079658570
bihar,2018,4,samastipur district,529944,1020002681
bihar,2018,4,banka district,120661,153837814
bihar,2018,4,purbi champaran district,732175,1458571863
bihar,2018,4,sheohar district,57310,111505767
bihar,2018,4,bhojpur district,307475,560408464
bihar,2018,1,madhepura district,79822,85073945
bihar,2018,1,purnia district,132262,139947209
bihar,2018,1,nalanda district,208901,190613485
bihar,2018,1,buxar district,61490,56987162
bihar,2018,1,darbhanga district,217364,224628301
bihar,2018,1,nawada district,78480,81161592
bihar,2018,1,jamui district,48226,44565632
bihar,2018,1,sheikhpura district,20728,23630132
bihar,2018,1,siwan district,129094,169228975
bihar,2018,1,muzaffarpur district,388401,394717112
bihar,2018,1,patna district,1197281,1282492050
bihar,2018,1,jehanabad district,52401,47274894
bihar,2018,1,rohtas district,201231,181378994
bihar,2018,1,begusarai district,134911,130265729
bihar,2018,1,supaul district,85807,71313091
bihar,2018,1,sitamarhi district,145625,162281680
bihar,2018,1,saran district,149786,171839806
bihar,2018,1,arwal district,31620,27549102
bihar,2018,1,vaishali district,201678,211794626
bihar,2018,1,pashchim champaran district,215866,236190496
bihar,2018,1,gopalganj district,107134,141070590
bihar,2018,1,lakhisarai district,42937,43611675
bihar,2018,1,aurangabad district,114354,114737537
bihar,2018,1,kaimur bhabua district,64493,70110158
bihar,2018,1,araria district,81597,95184067
bihar,2018,1,munger district,64639,64455596
bihar,2018,1,katihar district,138075,129701645
bihar,2018,1,khagaria district,65892,71955894
bihar,2018,1,saharsa district,88087,82038819
bihar,2018,1,bhagalpur district,174456,172905796
bihar,2018,1,madhubani district,173946,203080851
bihar,2018,1,kishanganj district,38179,45880790
bihar,2018,1,gaya district,231873,227470166
bihar,2018,1,samastipur district,222241,213634124
bihar,2018,1,banka district,39192,32623795
bihar,2018,1,purbi champaran district,254643,264192918
bihar,2018,1,sheohar district,25700,22183882
bihar,2018,1,bhojpur district,115890,117985836
bihar,2018,2,madhepura district,128793,257666353
bihar,2018,2,purnia district,200492,341288206
bihar,2018,2,nalanda district,306468,368156034
bihar,2018,2,buxar district,95499,121370124
bihar,2018,2,darbhanga district,322140,569573309
bihar,2018,2,nawada district,117582,171877320
bihar,2018,2,jamui district,73817,105507695
bihar,2018,2,sheikhpura district,30292,43496026
bihar,2018,2,siwan district,216997,449888077
bihar,2018,2,muzaffarpur district,554675,841276317
bihar,2018,2,patna district,1650942,2328839155
bihar,2018,2,jehanabad district,76302,94030824
bihar,2018,2,rohtas district,281535,364889751
bihar,2018,2,begusarai district,200949,276462420
bihar,2018,2,supaul district,120248,207587718
bihar,2018,2,sitamarhi district,207834,327556110
bihar,2018,2,saran district,261588,474215326
bihar,2018,2,arwal district,41799,51924029
bihar,2018,2,vaishali district,316405,471071129
bihar,2018,2,pashchim champaran district,305553,542379988
bihar,2018,2,gopalganj district,176783,361155964
bihar,2018,2,lakhisarai district,63428,79811566
bihar,2018,2,aurangabad district,166360,242694823
bihar,2018,2,kaimur bhabua district,95278,133155808
bihar,2018,2,araria district,144230,340399877
bihar,2018,2,munger district,104641,135654469
bihar,2018,2,katihar district,218980,363989212
bihar,2018,2,khagaria district,107663,171833273
bihar,2018,2,saharsa district,137218,228422183
bihar,2018,2,bhagalpur district,265147,373912200
bihar,2018,2,madhubani district,286112,554829469
bihar,2018,2,kishanganj district,68492,137867030
bihar,2018,2,gaya district,324390,438042055
bihar,2018,2,samastipur district,316985,502582636
bihar,2018,2,banka district,62184,71579691
bihar,2018,2,purbi champaran district,373033,650452550
bihar,2018,2,sheohar district,31877,49770706
bihar,2018,2,bhojpur district,179667,260921666
uttarakhand,2021,3,bageshwar district,195216,339140370
uttarakhand,2021,3,udham singh nagar district,3972342,6845281919
uttarakhand,2021,3,haridwar district,5509173,8989314144
uttarakhand,2021,3,champawat district,225508,452316414
uttarakhand,2021,3,nainital district,2632707,4647117597
uttarakhand,2021,3,dehradun district,15063442,22990701165
uttarakhand,2021,3,chamoli district,352899,738267624
uttarakhand,2021,3,almora district,518423,912391176
uttarakhand,2021,3,uttarkashi district,280090,564935671
uttarakhand,2021,3,pithoragarh district,405020,818234590
uttarakhand,2021,3,rudraprayag district,198589,391423419
uttarakhand,2021,3,pauri garhwal district,969356,1594948974
uttarakhand,2021,3,tehri garhwal district,719519,1243423714
uttarakhand,2021,4,bageshwar district,228125,429855016
uttarakhand,2021,4,udham singh nagar district,5131031,9041480525
uttarakhand,2021,4,haridwar district,7030490,11490457874
uttarakhand,2021,4,champawat district,279541,581241391
uttarakhand,2021,4,nainital district,3236410,5812451204
uttarakhand,2021,4,dehradun district,20099531,30616000516
uttarakhand,2021,4,chamoli district,444044,935680417
uttarakhand,2021,4,almora district,621457,1157426313
uttarakhand,2021,4,uttarkashi district,340832,699763855
uttarakhand,2021,4,pithoragarh district,493686,1047695615
uttarakhand,2021,4,rudraprayag district,296477,644334317
uttarakhand,2021,4,pauri garhwal district,1252707,2087257954
uttarakhand,2021,4,tehri garhwal district,906949,1604463156
uttarakhand,2021,1,bageshwar district,125650,228097046
uttarakhand,2021,1,udham singh nagar district,2400713,4698429212
uttarakhand,2021,1,haridwar district,3637862,6655847670
uttarakhand,2021,1,champawat district,144019,313298147
uttarakhand,2021,1,nainital district,1656353,3267711093
uttarakhand,2021,1,dehradun district,10341368,16714266661
uttarakhand,2021,1,chamoli district,251971,534930142
uttarakhand,2021,1,almora district,315595,567283572
uttarakhand,2021,1,uttarkashi district,199972,419933605
uttarakhand,2021,1,pithoragarh district,261250,560157950
uttarakhand,2021,1,rudraprayag district,139023,301622374
uttarakhand,2021,1,pauri garhwal district,637099,1098791516
uttarakhand,2021,1,tehri garhwal district,497527,927820405
uttarakhand,2021,2,bageshwar district,200623,300595070
uttarakhand,2021,2,udham singh nagar district,2949644,5332715640
uttarakhand,2021,2,haridwar district,4083950,7206283398
uttarakhand,2021,2,champawat district,209830,391186970
uttarakhand,2021,2,nainital district,2022948,3666864167
uttarakhand,2021,2,dehradun district,11452915,18841754559
uttarakhand,2021,2,chamoli district,335548,592961500
uttarakhand,2021,2,almora district,516291,813684022
uttarakhand,2021,2,uttarkashi district,272386,493313162
uttarakhand,2021,2,pithoragarh district,373518,706633659
uttarakhand,2021,2,rudraprayag district,198601,358593778
uttarakhand,2021,2,pauri garhwal district,772232,1284331635
uttarakhand,2021,2,tehri garhwal district,611946,1001900308
uttarakhand,2023,1,bageshwar district,548380,789534270
uttarakhand,2023,1,udham singh nagar district,13978521,20542684972
uttarakhand,2023,1,haridwar district,18798046,26500543614
uttarakhand,2023,1,champawat district,779378,1226950637
uttarakhand,2023,1,nainital district,6645871,9531910281
uttarakhand,2023,1,dehradun district,28447368,33916386161
uttarakhand,2023,1,chamoli district,1029945,1609382133
uttarakhand,2023,1,almora district,1388916,2028760785
uttarakhand,2023,1,uttarkashi district,839385,1329618478
uttarakhand,2023,1,pithoragarh district,1284719,1892055904
uttarakhand,2023,1,rudraprayag district,647909,1003356899
uttarakhand,2023,1,pauri garhwal district,2750629,3734478564
uttarakhand,2023,1,tehri garhwal district,2246608,3074244887
uttarakhand,2023,2,bageshwar district,726950,985959187
uttarakhand,2023,2,udham singh nagar district,16932356,22588115268
uttarakhand,2023,2,haridwar district,24260673,32327305602
uttarakhand,2023,2,champawat district,1047124,1524868083
uttarakhand,2023,2,nainital district,8645252,11941153554
uttarakhand,2023,2,dehradun district,34692859,40261073972
uttarakhand,2023,2,chamoli district,1825969,2983545303
uttarakhand,2023,2,almora district,2020325,2786364746
uttarakhand,2023,2,uttarkashi district,1342970,2344893299
uttarakhand,2023,2,pithoragarh district,1742817,2468595556
uttarakhand,2023,2,rudraprayag district,1800936,3485553463
uttarakhand,2023,2,pauri garhwal district,4018333,5335354696
uttarakhand,2023,2,tehri garhwal district,3701650,5040089669
uttarakhand,2020,3,bageshwar district,113186,158927994
uttarakhand,2020,3,udham singh nagar district,1570042,2930954022
uttarakhand,2020,3,haridwar district,2251448,4070826642
uttarakhand,2020,3,champawat district,129549,216919449
uttarakhand,2020,3,nainital district,984746,1918487570
uttarakhand,2020,3,dehradun district,4899672,9682445376
uttarakhand,2020,3,chamoli district,219226,388151115
uttarakhand,2020,3,almora district,319939,453570746
uttarakhand,2020,3,uttarkashi district,166514,318056161
uttarakhand,2020,3,pithoragarh district,237817,421302996
uttarakhand,2020,3,rudraprayag district,133146,214478001
uttarakhand,2020,3,pauri garhwal district,441783,734135974
uttarakhand,2020,3,tehri garhwal district,351867,595254916
uttarakhand,2020,4,bageshwar district,175079,243513878
uttarakhand,2020,4,udham singh nagar district,2363335,4514038446
uttarakhand,2020,4,haridwar district,3321783,6085979623
uttarakhand,2020,4,champawat district,184738,339178308
uttarakhand,2020,4,nainital district,1517073,2922713378
uttarakhand,2020,4,dehradun district,7225475,12878001020
uttarakhand,2020,4,chamoli district,334855,608689356
uttarakhand,2020,4,almora district,448847,655069287
uttarakhand,2020,4,uttarkashi district,248828,446087898
uttarakhand,2020,4,pithoragarh district,341824,642959649
uttarakhand,2020,4,rudraprayag district,205575,391044736
uttarakhand,2020,4,pauri garhwal district,683792,1126540354
uttarakhand,2020,4,tehri garhwal district,562067,938923389
uttarakhand,2020,1,bageshwar district,58220,84722349
uttarakhand,2020,1,udham singh nagar district,1320641,2462031686
uttarakhand,2020,1,haridwar district,1746548,2829682337
uttarakhand,2020,1,champawat district,71250,114406606
uttarakhand,2020,1,nainital district,591916,1012419762
uttarakhand,2020,1,dehradun district,4292172,7855577949
uttarakhand,2020,1,chamoli district,122706,211908675
uttarakhand,2020,1,almora district,158941,262516586
uttarakhand,2020,1,uttarkashi district,96469,176256181
uttarakhand,2020,1,pithoragarh district,132585,231555480
uttarakhand,2020,1,rudraprayag district,74461,122618449
uttarakhand,2020,1,pauri garhwal district,265239,428956086
uttarakhand,2020,1,tehri garhwal district,200636,365428107
uttarakhand,2020,2,bageshwar district,91958,115622508
uttarakhand,2020,2,udham singh nagar district,1430868,2605047531
uttarakhand,2020,2,haridwar district,1633204,2717831193
uttarakhand,2020,2,champawat district,109021,162391481
uttarakhand,2020,2,nainital district,661723,1075299747
uttarakhand,2020,2,dehradun district,3619286,7204561616
uttarakhand,2020,2,chamoli district,180349,274419553
uttarakhand,2020,2,almora district,256356,333359506
uttarakhand,2020,2,uttarkashi district,143866,241132342
uttarakhand,2020,2,pithoragarh district,193141,309868814
uttarakhand,2020,2,rudraprayag district,115692,156079665
uttarakhand,2020,2,pauri garhwal district,337679,488475349
uttarakhand,2020,2,tehri garhwal district,274627,410098391
uttarakhand,2022,3,bageshwar district,280678,438943544
uttarakhand,2022,3,udham singh nagar district,8359056,12605973683
uttarakhand,2022,3,haridwar district,12207906,17469868639
uttarakhand,2022,3,champawat district,409237,690132451
uttarakhand,2022,3,nainital district,4918426,7504228522
uttarakhand,2022,3,dehradun district,31286908,43421889600
uttarakhand,2022,3,chamoli district,759073,1357043504
uttarakhand,2022,3,almora district,862733,1333633913
uttarakhand,2022,3,uttarkashi district,574366,1020415832
uttarakhand,2022,3,pithoragarh district,824882,1386396764
uttarakhand,2022,3,rudraprayag district,538517,1035378469
uttarakhand,2022,3,pauri garhwal district,1692144,2462947906
uttarakhand,2022,3,tehri garhwal district,1282593,1914407105
uttarakhand,2022,4,bageshwar district,377996,572631360
uttarakhand,2022,4,udham singh nagar district,10333475,16094358620
uttarakhand,2022,4,haridwar district,13503692,19912247185
uttarakhand,2022,4,champawat district,469043,807571212
uttarakhand,2022,4,nainital district,5012268,7697883412
uttarakhand,2022,4,dehradun district,40807331,58612213437
uttarakhand,2022,4,chamoli district,1117730,1880933827
uttarakhand,2022,4,almora district,1009910,1571073455
uttarakhand,2022,4,uttarkashi district,539699,916448376
uttarakhand,2022,4,pithoragarh district,920523,1481932435
uttarakhand,2022,4,rudraprayag district,492035,951611612
uttarakhand,2022,4,pauri garhwal district,1993213,2930488128
uttarakhand,2022,4,tehri garhwal district,1406965,2066653765
uttarakhand,2022,1,bageshwar district,240815,464249473
uttarakhand,2022,1,udham singh nagar district,5878926,10009445962
uttarakhand,2022,1,haridwar district,7982968,12739141532
uttarakhand,2022,1,champawat district,307080,618157667
uttarakhand,2022,1,nainital district,3419287,5973753416
uttarakhand,2022,1,dehradun district,22257700,33123635654
uttarakhand,2022,1,chamoli district,447942,908267962
uttarakhand,2022,1,almora district,615373,1114809944
uttarakhand,2022,1,uttarkashi district,354038,690101594
uttarakhand,2022,1,pithoragarh district,513359,1077070807
uttarakhand,2022,1,rudraprayag district,254813,498507056
uttarakhand,2022,1,pauri garhwal district,1340407,2160205589
uttarakhand,2022,1,tehri garhwal district,948064,1601435838
uttarakhand,2022,2,bageshwar district,337262,546605012
uttarakhand,2022,2,udham singh nagar district,7173658,11516900702
uttarakhand,2022,2,haridwar district,10586018,16128591903
uttarakhand,2022,2,champawat district,441429,802026422
uttarakhand,2022,2,nainital district,4229607,6957275629
uttarakhand,2022,2,dehradun district,28405360,40081073999
uttarakhand,2022,2,chamoli district,724863,1456305122
uttarakhand,2022,2,almora district,917436,1470548875
uttarakhand,2022,2,uttarkashi district,540533,1141949487
uttarakhand,2022,2,pithoragarh district,744947,1370280861
uttarakhand,2022,2,rudraprayag district,555674,1343191881
uttarakhand,2022,2,pauri garhwal district,1914947,2946932725
uttarakhand,2022,2,tehri garhwal district,1595144,2551688400
uttarakhand,2019,3,bageshwar district,36951,51115257
uttarakhand,2019,3,udham singh nagar district,881091,1448854013
uttarakhand,2019,3,haridwar district,1408219,2350808805
uttarakhand,2019,3,champawat district,50176,84731426
uttarakhand,2019,3,nainital district,410561,703565372
uttarakhand,2019,3,dehradun district,2163047,3787761714
uttarakhand,2019,3,chamoli district,88665,159441929
uttarakhand,2019,3,almora district,110098,163341415
uttarakhand,2019,3,uttarkashi district,68144,126468996
uttarakhand,2019,3,pithoragarh district,93746,157938393
uttarakhand,2019,3,rudraprayag district,53994,89159258
uttarakhand,2019,3,pauri garhwal district,206617,337105679
uttarakhand,2019,3,tehri garhwal district,139167,268739806
uttarakhand,2019,4,bageshwar district,44970,74106171
uttarakhand,2019,4,udham singh nagar district,1067254,1847912911
uttarakhand,2019,4,haridwar district,1661936,2912268373
uttarakhand,2019,4,champawat district,60354,105727261
uttarakhand,2019,4,nainital district,510868,938607132
uttarakhand,2019,4,dehradun district,3069497,4994340229
uttarakhand,2019,4,chamoli district,104404,207905779
uttarakhand,2019,4,almora district,147270,226549226
uttarakhand,2019,4,uttarkashi district,82965,174141275
uttarakhand,2019,4,pithoragarh district,112708,200782149
uttarakhand,2019,4,rudraprayag district,63743,121690003
uttarakhand,2019,4,pauri garhwal district,260210,438116662
uttarakhand,2019,4,tehri garhwal district,175937,331559129
uttarakhand,2019,1,bageshwar district,26789,41562836
uttarakhand,2019,1,udham singh nagar district,1872126,1489217231
uttarakhand,2019,1,haridwar district,1412730,1744127095
uttarakhand,2019,1,champawat district,40675,62479997
uttarakhand,2019,1,nainital district,366310,528892751
uttarakhand,2019,1,dehradun district,1291566,2353709229
uttarakhand,2019,1,chamoli district,57245,109897209
uttarakhand,2019,1,almora district,84510,133142670
uttarakhand,2019,1,uttarkashi district,43500,85792881
uttarakhand,2019,1,pithoragarh district,67059,126782378
uttarakhand,2019,1,rudraprayag district,35834,60259060
uttarakhand,2019,1,pauri garhwal district,154873,259133683
uttarakhand,2019,1,tehri garhwal district,92784,188532149
uttarakhand,2019,2,bageshwar district,31665,52020772
uttarakhand,2019,2,udham singh nagar district,964467,1378582227
uttarakhand,2019,2,haridwar district,1109390,1993331114
uttarakhand,2019,2,champawat district,43329,83652585
uttarakhand,2019,2,nainital district,347099,641075253
uttarakhand,2019,2,dehradun district,1628356,3149635867
uttarakhand,2019,2,chamoli district,71211,146135260
uttarakhand,2019,2,almora district,110119,169588331
uttarakhand,2019,2,uttarkashi district,52899,116326460
uttarakhand,2019,2,pithoragarh district,81162,158772474
uttarakhand,2019,2,rudraprayag district,46374,105793130
uttarakhand,2019,2,pauri garhwal district,201286,330941586
uttarakhand,2019,2,tehri garhwal district,125918,262677784
uttarakhand,2018,3,bageshwar district,14993,21819053
uttarakhand,2018,3,udham singh nagar district,635903,750899273
uttarakhand,2018,3,haridwar district,516553,904828173
uttarakhand,2018,3,champawat district,20788,34495610
uttarakhand,2018,3,nainital district,164989,272528677
uttarakhand,2018,3,dehradun district,580817,1233501843
uttarakhand,2018,3,chamoli district,28392,57607070
uttarakhand,2018,3,almora district,50491,73631915
uttarakhand,2018,3,uttarkashi district,22900,44762533
uttarakhand,2018,3,pithoragarh district,37382,66592869
uttarakhand,2018,3,rudraprayag district,18476,28621234
uttarakhand,2018,3,pauri garhwal district,88372,139462380
uttarakhand,2018,3,tehri garhwal district,49076,97822405
uttarakhand,2018,4,bageshwar district,21496,36931703
uttarakhand,2018,4,udham singh nagar district,817760,1063327513
uttarakhand,2018,4,haridwar district,780667,1361862781
uttarakhand,2018,4,champawat district,29492,54097463
uttarakhand,2018,4,nainital district,262453,434444465
uttarakhand,2018,4,dehradun district,839564,1866928298
uttarakhand,2018,4,chamoli district,44084,93713092
uttarakhand,2018,4,almora district,71874,117821119
uttarakhand,2018,4,uttarkashi district,32970,74788538
uttarakhand,2018,4,pithoragarh district,54756,120923916
uttarakhand,2018,4,rudraprayag district,26900,54341747
uttarakhand,2018,4,pauri garhwal district,124351,217330050
uttarakhand,2018,4,tehri garhwal district,72394,157761446
uttarakhand,2018,1,bageshwar district,10580,8645020
uttarakhand,2018,1,udham singh nagar district,319290,273540317
uttarakhand,2018,1,haridwar district,308588,394604404
uttarakhand,2018,1,champawat district,11037,9818454
uttarakhand,2018,1,nainital district,106949,116698562
uttarakhand,2018,1,dehradun district,329459,512888194
uttarakhand,2018,1,chamoli district,15936,19931685
uttarakhand,2018,1,almora district,26086,24966386
uttarakhand,2018,1,uttarkashi district,12342,15898878
uttarakhand,2018,1,pithoragarh district,18593,19129399
uttarakhand,2018,1,rudraprayag district,10107,12517358
uttarakhand,2018,1,pauri garhwal district,49412,58626307
uttarakhand,2018,1,tehri garhwal district,28306,41280388
uttarakhand,2018,2,bageshwar district,13413,17461881
uttarakhand,2018,2,udham singh nagar district,396961,460064933
uttarakhand,2018,2,haridwar district,408449,653841352
uttarakhand,2018,2,champawat district,17868,26298796
uttarakhand,2018,2,nainital district,143993,221734345
uttarakhand,2018,2,dehradun district,464526,908634049
uttarakhand,2018,2,chamoli district,23109,37928070
uttarakhand,2018,2,almora district,39584,50535626
uttarakhand,2018,2,uttarkashi district,17994,31584871
uttarakhand,2018,2,pithoragarh district,31473,51625580
uttarakhand,2018,2,rudraprayag district,14267,23692738
uttarakhand,2018,2,pauri garhwal district,87569,116427905
uttarakhand,2018,2,tehri garhwal district,44916,79925226
manipur,2021,3,kangpokpi district,94883,299760833
manipur,2021,3,noney district,16371,63161488
manipur,2021,3,imphal east district,226128,705081475
manipur,2021,3,thoubal district,113257,363547884
manipur,2021,3,kakching district,44277,128692670
manipur,2021,3,jiribam district,26615,80773937
manipur,2021,3,ukhrul district,35250,118509943
manipur,2021,3,tamenglong district,33266,108769884
manipur,2021,3,kamjong district,7567,32384455
manipur,2021,3,chandel district,36126,116052040
manipur,2021,3,bishnupur district,104901,320379628
manipur,2021,3,senapati district,30580,94805880
manipur,2021,3,pherzawl district,2176,6654015
manipur,2021,3,churachandpur district,109913,397548796
manipur,2021,3,tengnoupal district,32351,133669134
manipur,2021,3,imphal west district,3027735,7437068961
manipur,2021,4,kangpokpi district,107329,318563859
manipur,2021,4,noney district,18970,68519523
manipur,2021,4,imphal east district,268205,853764884
manipur,2021,4,thoubal district,130316,393043161
manipur,2021,4,kakching district,43224,130159064
manipur,2021,4,jiribam district,30742,97241435
manipur,2021,4,ukhrul district,38665,142778895
manipur,2021,4,tamenglong district,40279,140792582
manipur,2021,4,kamjong district,8685,32152837
manipur,2021,4,chandel district,39891,131651667
manipur,2021,4,bishnupur district,113386,369885898
manipur,2021,4,senapati district,33983,119108747
manipur,2021,4,pherzawl district,2553,4851553
manipur,2021,4,churachandpur district,121140,446895232
manipur,2021,4,tengnoupal district,40383,154956864
manipur,2021,4,imphal west district,3649688,9254105829
manipur,2021,1,kangpokpi district,63234,205050443
manipur,2021,1,noney district,12635,47249169
manipur,2021,1,imphal east district,161841,530028907
manipur,2021,1,thoubal district,72593,240713473
manipur,2021,1,kakching district,29803,92307870
manipur,2021,1,jiribam district,16697,58448279
manipur,2021,1,ukhrul district,22415,68745913
manipur,2021,1,tamenglong district,20962,72960342
manipur,2021,1,kamjong district,6312,24926447
manipur,2021,1,chandel district,23884,80445733
manipur,2021,1,bishnupur district,73777,255486792
manipur,2021,1,senapati district,22025,73777202
manipur,2021,1,pherzawl district,1714,4788028
manipur,2021,1,churachandpur district,62755,250250943
manipur,2021,1,tengnoupal district,19430,102554591
manipur,2021,1,imphal west district,1693458,4962553375
manipur,2021,2,kangpokpi district,78765,236369410
manipur,2021,2,noney district,13296,49460189
manipur,2021,2,imphal east district,179337,491977805
manipur,2021,2,thoubal district,91264,268514237
manipur,2021,2,kakching district,37444,92311646
manipur,2021,2,jiribam district,21823,67560643
manipur,2021,2,ukhrul district,28524,81225585
manipur,2021,2,tamenglong district,24852,77929754
manipur,2021,2,kamjong district,6983,31394830
